UN Paris,Frequency,Type,UN_Overlap_Shell,UN_Overlap_BP
to global,1,2-gram,1,0
increase referred,1,2-gram,0,0
b reviewing,1,2-gram,0,0
reviewing the,1,2-gram,1,0
support referred,1,2-gram,0,0
c of,1,2-gram,0,0
fund to,1,2-gram,0,0
to expedite,1,2-gram,0,0
expedite support,1,2-gram,0,0
other developing,1,2-gram,0,0
the formulation,1,2-gram,0,0
formulation of,1,2-gram,0,0
plans consistent,1,2-gram,0,0
with decisions,1,2-gram,0,0
the subsequent,1,2-gram,0,1
subsequent implementation,1,2-gram,0,0
policies projects,1,2-gram,0,0
projects and,1,2-gram,1,1
and programmes,1,2-gram,1,0
programmes identified,1,2-gram,0,0
identified by,1,2-gram,1,0
by them,1,2-gram,0,0
them loss,1,2-gram,0,0
damage decides,1,2-gram,0,0
decides on,1,2-gram,0,0
the continuation,1,2-gram,0,0
impacts following,1,2-gram,0,0
in requests,1,2-gram,0,0
a clearing,1,2-gram,0,0
clearing house,1,2-gram,0,0
house for,1,2-gram,0,0
for risk,1,2-gram,1,0
transfer that,1,2-gram,0,0
that serves,1,2-gram,0,0
a repository,1,2-gram,0,0
repository for,1,2-gram,0,0
for information,1,2-gram,1,1
on insurance,1,2-gram,0,0
insurance and,1,2-gram,0,0
and risk,1,2-gram,0,1
implement comprehensive,1,2-gram,0,0
risk management,1,2-gram,1,1
management strategies,1,2-gram,0,0
strategies also,1,2-gram,0,0
establish according,1,2-gram,0,0
according to,1,2-gram,1,1
its procedures,1,2-gram,0,0
and mandate,1,2-gram,0,0
mandate a,1,2-gram,0,0
a task,1,2-gram,0,0
task force,1,2-gram,0,0
force to,1,2-gram,0,0
complement draw,1,2-gram,0,0
draw upon,1,2-gram,0,0
and involve,1,2-gram,1,0
involve as,1,2-gram,0,0
group as,1,2-gram,0,0
for integrated,1,2-gram,0,0
integrated approaches,1,2-gram,0,0
to avert,1,2-gram,0,0
avert minimize,1,2-gram,0,0
minimize and,1,2-gram,0,1
and address,1,2-gram,1,1
address displacement,1,2-gram,0,0
displacement related,1,2-gram,0,0
change further,1,2-gram,0,0
initiate its,1,2-gram,0,0
work at,1,2-gram,0,1
its next,1,2-gram,0,0
next meeting,1,2-gram,0,0
meeting to,1,2-gram,0,0
to operationalize,1,2-gram,0,0
operationalize the,1,2-gram,0,0
provisions referred,1,2-gram,0,0
in paragraphs,1,2-gram,0,0
and above,1,2-gram,0,0
progress thereon,1,2-gram,0,0
thereon in,1,2-gram,0,0
report agrees,1,2-gram,0,0
agreement does,1,2-gram,0,0
not involve,1,2-gram,0,0
involve or,1,2-gram,0,0
or provide,1,2-gram,0,1
a basis,1,2-gram,1,0
basis for,1,2-gram,1,0
for any,1,2-gram,0,1
any liability,1,2-gram,0,0
liability or,1,2-gram,0,0
or compensation,1,2-gram,0,0
compensation finance,1,2-gram,0,0
finance decides,1,2-gram,0,0
agreement financial,1,2-gram,0,0
their policies,1,2-gram,0,0
strategies regulations,1,2-gram,0,0
regulations and,1,2-gram,1,0
and action,1,2-gram,1,0
adaptation to,1,2-gram,0,0
the achievement,1,2-gram,0,0
article also,1,2-gram,0,0
agreement developed,1,2-gram,0,0
countries intend,1,2-gram,0,0
intend to,1,2-gram,1,0
continue their,1,2-gram,0,1
existing collective,1,2-gram,0,0
collective mobilization,1,2-gram,0,0
mobilization goal,1,2-gram,0,0
goal through,1,2-gram,0,0
through in,1,2-gram,0,1
of meaningful,1,2-gram,0,0
meaningful mitigation,1,2-gram,0,0
transparency on,1,2-gram,0,0
on implementation,1,2-gram,0,1
implementation prior,1,2-gram,0,0
shall set,1,2-gram,0,0
set a,1,2-gram,0,0
new collective,1,2-gram,0,0
collective quantified,1,2-gram,0,0
quantified goal,1,2-gram,0,0
goal from,1,2-gram,0,0
a floor,1,2-gram,0,0
floor of,1,2-gram,0,0
of usd,1,2-gram,0,0
billion per,1,2-gram,0,0
per year,1,2-gram,0,0
year taking,1,2-gram,0,0
countries recognizes,1,2-gram,0,0
of adequate,1,2-gram,1,0
adequate and,1,2-gram,0,0
and predictable,1,2-gram,0,0
predictable financial,1,2-gram,0,0
for results,1,2-gram,0,0
payments as,1,2-gram,0,0
for reducing,1,2-gram,1,1
stocks as,1,2-gram,0,0
as alternative,1,2-gram,0,0
such fccc,1,2-gram,0,0
add approaches,1,2-gram,0,0
approaches encouraging,1,2-gram,0,0
encouraging the,1,2-gram,0,1
support from,1,2-gram,1,1
from inter,1,2-gram,0,0
alia public,1,2-gram,0,0
private bilateral,1,2-gram,0,0
multilateral sources,1,2-gram,0,0
sources such,1,2-gram,1,1
alternative sources,1,2-gram,0,0
sources in,1,2-gram,1,0
session a,1,2-gram,0,0
a process,1,2-gram,1,1
to providing,1,2-gram,0,1
providing a,1,2-gram,1,1
undertaken in,1,2-gram,1,0
below requests,1,2-gram,0,0
the accounting,1,2-gram,0,0
accounting of,1,2-gram,0,0
interventions in,1,2-gram,0,0
november with,1,2-gram,0,0
facility the,1,2-gram,1,0
countries fund,1,2-gram,0,0
special climate,1,2-gram,0,0
change fund,1,2-gram,0,0
fund administered,1,2-gram,0,0
administered by,1,2-gram,0,0
facility shall,1,2-gram,0,0
agreement recognizes,1,2-gram,0,0
adaptation fund,1,2-gram,0,0
fund may,1,2-gram,0,0
may serve,1,2-gram,0,0
agreement subject,1,2-gram,0,0
to relevant,1,2-gram,0,0
protocol to,1,2-gram,0,0
consider the,1,2-gram,1,1
the issue,1,2-gram,0,1
issue referred,1,2-gram,0,0
make a,1,2-gram,0,1
session recommends,1,2-gram,0,0
provide guidance,1,2-gram,0,1
the policies,1,2-gram,0,0
policies programme,1,2-gram,0,0
programme priorities,1,2-gram,0,0
and eligibility,1,2-gram,0,0
eligibility criteria,1,2-gram,0,0
criteria related,1,2-gram,0,0
for transmission,1,2-gram,0,0
transmission by,1,2-gram,0,0
the operations,1,2-gram,0,1
operations of,1,2-gram,1,1
those agreed,1,2-gram,0,0
agreed before,1,2-gram,0,0
before adoption,1,2-gram,0,0
finance shall,1,2-gram,0,0
with its,1,2-gram,1,0
its functions,1,2-gram,0,0
functions and,1,2-gram,0,1
and responsibilities,1,2-gram,0,1
responsibilities established,1,2-gram,0,0
parties urges,1,2-gram,0,0
urges the,1,2-gram,0,0
serving the,1,2-gram,0,0
coordination and,1,2-gram,0,0
and delivery,1,2-gram,0,1
of resources,1,2-gram,0,1
support country,1,2-gram,0,0
strategies through,1,2-gram,0,0
simplified and,1,2-gram,0,0
and efficient,1,2-gram,1,0
efficient application,1,2-gram,0,0
application and,1,2-gram,0,0
and approval,1,2-gram,1,0
through continued,1,2-gram,0,1
continued readiness,1,2-gram,0,0
support to,1,2-gram,1,1
states as,1,2-gram,0,0
appropriate fccc,1,2-gram,0,0
add technology,1,2-gram,0,0
transfer takes,1,2-gram,0,0
the interim,1,2-gram,0,0
interim report,1,2-gram,0,0
on guidance,1,2-gram,1,0
on enhanced,1,2-gram,0,0
fccc sb,1,2-gram,0,0
sb inf,1,2-gram,0,0
inf decides,1,2-gram,0,0
undertake further,1,2-gram,0,0
further work,1,2-gram,0,0
work relating,1,2-gram,0,0
to inter,1,2-gram,0,0
technology research,1,2-gram,1,0
research development,1,2-gram,1,0
and demonstration,1,2-gram,0,0
demonstration b,1,2-gram,0,0
of endogenous,1,2-gram,0,0
endogenous capacities,1,2-gram,0,0
and technologies,1,2-gram,1,1
technologies requests,1,2-gram,0,0
session may,1,2-gram,0,0
may the,1,2-gram,0,0
framework established,1,2-gram,0,0
its findings,1,2-gram,0,0
findings to,1,2-gram,0,0
recommendation on,1,2-gram,0,0
framework to,1,2-gram,1,0
session taking,1,2-gram,0,0
consideration that,1,2-gram,0,0
framework should,1,2-gram,0,0
facilitate inter,1,2-gram,0,0
the undertaking,1,2-gram,0,0
undertaking and,1,2-gram,0,0
and updating,1,2-gram,0,1
updating of,1,2-gram,0,0
their results,1,2-gram,0,0
results particularly,1,2-gram,0,0
particularly technology,1,2-gram,0,0
technology action,1,2-gram,0,0
and project,1,2-gram,0,1
project ideas,1,2-gram,0,0
ideas through,1,2-gram,0,0
of bankable,1,2-gram,0,0
bankable projects,1,2-gram,0,0
projects b,1,2-gram,0,0
of enhanced,1,2-gram,0,1
enhanced financial,1,2-gram,0,0
financial and,1,2-gram,1,1
assessments c,1,2-gram,0,0
of technologies,1,2-gram,1,1
technologies that,1,2-gram,1,1
are ready,1,2-gram,0,0
ready for,1,2-gram,1,0
for transfer,1,2-gram,0,0
transfer d,1,2-gram,0,0
d the,1,2-gram,0,0
the enhancement,1,2-gram,0,0
of enabling,1,2-gram,0,0
environments for,1,2-gram,0,0
the addressing,1,2-gram,0,0
addressing of,1,2-gram,0,0
of barriers,1,2-gram,0,0
barriers to,1,2-gram,0,0
of socially,1,2-gram,0,0
socially and,1,2-gram,1,0
and environmentally,1,2-gram,1,0
environmentally sound,1,2-gram,0,0
sound technologies,1,2-gram,0,0
technologies decides,1,2-gram,0,0
network shall,1,2-gram,0,0
shall report,1,2-gram,0,0
agreement through,1,2-gram,0,0
a periodic,1,2-gram,0,0
and adequacy,1,2-gram,0,0
adequacy of,1,2-gram,0,0
the support,1,2-gram,1,1
on matters,1,2-gram,0,0
matters relating,1,2-gram,0,0
transfer requests,1,2-gram,0,0
and modalities,1,2-gram,0,0
the periodic,1,2-gram,0,0
network as,1,2-gram,0,0
cp annex,1,2-gram,0,0
annex vii,1,2-gram,0,0
vii paragraph,1,2-gram,0,0
november capacity,1,2-gram,0,0
building decides,1,2-gram,0,0
building whose,1,2-gram,0,0
whose aim,1,2-gram,0,0
aim will,1,2-gram,0,0
be to,1,2-gram,1,0
address gaps,1,2-gram,0,0
needs both,1,2-gram,0,0
both current,1,2-gram,0,0
and emerging,1,2-gram,1,1
emerging in,1,2-gram,0,0
implementing capacity,1,2-gram,0,0
further enhancing,1,2-gram,0,0
enhancing capacity,1,2-gram,0,0
building efforts,1,2-gram,0,0
efforts including,1,2-gram,0,1
to coherence,1,2-gram,0,0
coordination in,1,2-gram,0,0
in capacity,1,2-gram,0,0
convention also,1,2-gram,0,0
will manage,1,2-gram,0,0
manage and,1,2-gram,1,1
and oversee,1,2-gram,0,0
the workplan,1,2-gram,0,0
workplan referred,1,2-gram,0,0
below fccc,1,2-gram,0,0
add further,1,2-gram,0,0
launch a,1,2-gram,0,0
a workplan,1,2-gram,0,0
workplan for,1,2-gram,0,0
– with,1,2-gram,1,0
following activities,1,2-gram,0,1
activities,1,2-gram,1,1
a assessing,1,2-gram,0,0
assessing how,1,2-gram,0,0
increase synergies,1,2-gram,0,0
synergies through,1,2-gram,0,0
through cooperation,1,2-gram,0,0
duplication among,1,2-gram,0,0
among existing,1,2-gram,0,0
that implement,1,2-gram,0,0
implement capacity,1,2-gram,0,0
through collaborating,1,2-gram,0,0
collaborating with,1,2-gram,1,0
with institutions,1,2-gram,0,0
under and,1,2-gram,0,0
and outside,1,2-gram,0,1
convention b,1,2-gram,0,0
capacity gaps,1,2-gram,0,0
and recommending,1,2-gram,0,0
recommending ways,1,2-gram,0,0
address them,1,2-gram,1,1
them c,1,2-gram,0,0
promoting the,1,2-gram,1,0
dissemination of,1,2-gram,0,0
of tools,1,2-gram,0,1
tools and,1,2-gram,1,1
and methodologies,1,2-gram,0,0
of capacity,1,2-gram,0,0
building d,1,2-gram,0,0
d fostering,1,2-gram,0,0
fostering global,1,2-gram,0,0
global regional,1,2-gram,0,0
regional national,1,2-gram,0,0
national and,1,2-gram,1,1
subnational cooperation,1,2-gram,0,0
cooperation e,1,2-gram,0,0
e identifying,1,2-gram,0,0
identifying and,1,2-gram,1,1
and collecting,1,2-gram,0,0
collecting good,1,2-gram,0,0
practices challenges,1,2-gram,0,0
challenges experiences,1,2-gram,0,0
from work,1,2-gram,0,1
by bodies,1,2-gram,0,0
f exploring,1,2-gram,0,0
exploring how,1,2-gram,0,0
how developing,1,2-gram,0,0
parties can,1,2-gram,0,0
can take,1,2-gram,1,0
take ownership,1,2-gram,0,0
of building,1,2-gram,0,0
and maintaining,1,2-gram,0,1
maintaining capacity,1,2-gram,0,0
capacity over,1,2-gram,0,0
time and,1,2-gram,1,0
and space,1,2-gram,0,0
space g,1,2-gram,0,0
g identifying,1,2-gram,0,0
strengthen capacity,1,2-gram,0,0
capacity at,1,2-gram,1,1
subnational level,1,2-gram,0,0
level h,1,2-gram,0,0
h fostering,1,2-gram,0,0
fostering dialogue,1,2-gram,0,0
dialogue coordination,1,2-gram,0,0
coordination collaboration,1,2-gram,0,0
collaboration and,1,2-gram,1,0
and coherence,1,2-gram,0,0
coherence among,1,2-gram,0,0
among relevant,1,2-gram,0,0
and initiatives,1,2-gram,0,0
initiatives under,1,2-gram,0,0
through exchanging,1,2-gram,0,0
activities and,1,2-gram,1,1
and strategies,1,2-gram,0,0
strategies of,1,2-gram,0,0
convention i,1,2-gram,0,0
i providing,1,2-gram,0,0
the maintenance,1,2-gram,0,0
maintenance and,1,2-gram,1,1
further development,1,2-gram,0,0
the web,1,2-gram,0,0
web based,1,2-gram,0,1
based capacity,1,2-gram,0,0
portal decides,1,2-gram,0,0
will annually,1,2-gram,0,0
annually focus,1,2-gram,0,0
focus on,1,2-gram,1,1
an area,1,2-gram,1,1
area or,1,2-gram,0,1
or theme,1,2-gram,0,0
theme related,1,2-gram,0,0
to enhanced,1,2-gram,0,0
enhanced technical,1,2-gram,0,0
technical exchange,1,2-gram,0,0
exchange on,1,2-gram,0,0
building with,1,2-gram,0,0
of maintaining,1,2-gram,0,0
maintaining up,1,2-gram,0,0
date knowledge,1,2-gram,0,0
the successes,1,2-gram,1,0
successes and,1,2-gram,1,0
challenges in,1,2-gram,0,1
in building,1,2-gram,0,1
building capacity,1,2-gram,0,0
capacity effectively,1,2-gram,0,0
effectively in,1,2-gram,0,0
a particular,1,2-gram,0,1
particular area,1,2-gram,0,0
area requests,1,2-gram,0,0
organize annual,1,2-gram,0,0
annual in,1,2-gram,0,0
in session,1,2-gram,0,0
session meetings,1,2-gram,0,0
building also,1,2-gram,0,0
of reference,1,2-gram,0,0
reference for,1,2-gram,0,0
framework also,1,2-gram,0,0
also taking,1,2-gram,0,0
account paragraphs,1,2-gram,0,0
– above,1,2-gram,0,0
and paragraphs,1,2-gram,0,0
and below,1,2-gram,0,0
below with,1,2-gram,0,0
to recommending,1,2-gram,0,0
recommending a,1,2-gram,0,0
matter for,1,2-gram,0,0
session invites,1,2-gram,0,0
views on,1,2-gram,1,1
the membership,1,2-gram,0,0
membership of,1,2-gram,1,0
by march,1,2-gram,0,0
march requests,1,2-gram,0,0
to compile,1,2-gram,0,0
compile the,1,2-gram,0,0
submissions referred,1,2-gram,0,0
above into,1,2-gram,0,0
into a,1,2-gram,1,1
a miscellaneous,1,2-gram,0,0
miscellaneous document,1,2-gram,0,0
document for,1,2-gram,0,0
implementation at,1,2-gram,0,0
the inputs,1,2-gram,0,0
inputs to,1,2-gram,0,0
will include,1,2-gram,1,0
include inter,1,2-gram,0,0
alia submissions,1,2-gram,0,0
submissions the,1,2-gram,0,0
framework the,1,2-gram,0,0
secretariat’s annual,1,2-gram,0,0
annual synthesis,1,2-gram,0,0
developing parties,1,2-gram,0,0
should submit,1,2-gram,0,0
views via,1,2-gram,0,0
submissions portal,1,2-gram,0,0
portal at,1,2-gram,0,0
at http,1,2-gram,1,0
http,1,2-gram,1,0
add countries,1,2-gram,0,0
countries the,1,2-gram,0,0
secretariat’s compilation,1,2-gram,0,0
compilation and,1,2-gram,0,0
and synthesis,1,2-gram,0,0
building work,1,2-gram,0,0
durban forum,1,2-gram,0,0
forum and,1,2-gram,0,0
portal requests,1,2-gram,0,0
building to,1,2-gram,0,0
to prepare,1,2-gram,1,1
prepare annual,1,2-gram,0,0
annual technical,1,2-gram,0,0
technical progress,1,2-gram,0,0
progress reports,1,2-gram,0,0
make these,1,2-gram,0,0
these reports,1,2-gram,0,0
reports available,1,2-gram,0,0
available at,1,2-gram,1,1
implementation coinciding,1,2-gram,0,0
coinciding with,1,2-gram,0,0
decides at,1,2-gram,0,0
progress need,1,2-gram,0,0
for extension,1,2-gram,0,0
extension the,1,2-gram,0,0
take any,1,2-gram,0,0
any action,1,2-gram,0,0
action it,1,2-gram,0,0
it considers,1,2-gram,0,0
considers appropriate,1,2-gram,0,0
appropriate with,1,2-gram,0,0
making recommendations,1,2-gram,0,0
recommendations to,1,2-gram,0,0
session on,1,2-gram,0,0
enhancing institutional,1,2-gram,0,0
building consistent,1,2-gram,0,0
agreement calls,1,2-gram,0,0
calls upon,1,2-gram,0,0
upon all,1,2-gram,0,0
that education,1,2-gram,0,0
awareness as,1,2-gram,0,0
as reflected,1,2-gram,0,0
agreement are,1,2-gram,0,0
are adequately,1,2-gram,1,0
adequately considered,1,2-gram,0,0
considered in,1,2-gram,1,1
to capacity,1,2-gram,0,0
building invites,1,2-gram,0,0
to explore,1,2-gram,1,1
ways of,1,2-gram,1,1
of training,1,2-gram,0,1
information so,1,2-gram,0,0
enhance actions,1,2-gram,0,0
agreement transparency,1,2-gram,0,0
support decides,1,2-gram,0,0
a capacity,1,2-gram,0,1
build institutional,1,2-gram,0,0
institutional and,1,2-gram,0,0
technical capacity,1,2-gram,0,0
capacity both,1,2-gram,0,0
both pre,1,2-gram,0,0
pre and,1,2-gram,0,0
and post,1,2-gram,0,0
post this,1,2-gram,0,0
this initiative,1,2-gram,1,1
initiative will,1,2-gram,0,0
will support,1,2-gram,1,0
parties upon,1,2-gram,0,0
upon request,1,2-gram,0,0
request in,1,2-gram,0,0
in meeting,1,2-gram,1,1
meeting enhanced,1,2-gram,0,0
transparency requirements,1,2-gram,0,0
requirements as,1,2-gram,0,1
manner also,1,2-gram,0,0
transparency will,1,2-gram,0,0
will aim,1,2-gram,0,0
strengthen national,1,2-gram,0,0
national institutions,1,2-gram,0,0
institutions for,1,2-gram,0,0
related activities,1,2-gram,0,0
activities in,1,2-gram,1,1
national priorities,1,2-gram,0,0
provide relevant,1,2-gram,0,0
relevant tools,1,2-gram,0,0
tools training,1,2-gram,0,0
and assistance,1,2-gram,0,0
assistance for,1,2-gram,0,0
for meeting,1,2-gram,0,0
meeting the,1,2-gram,1,1
provisions stipulated,1,2-gram,0,0
agreement c,1,2-gram,0,0
the improvement,1,2-gram,0,0
improvement of,1,2-gram,1,0
time urges,1,2-gram,0,0
urges and,1,2-gram,0,0
facility to,1,2-gram,0,1
make arrangements,1,2-gram,0,0
establishment and,1,2-gram,0,0
and operation,1,2-gram,1,0
transparency as,1,2-gram,0,0
a priority,1,2-gram,1,1
priority reporting,1,2-gram,0,0
reporting related,1,2-gram,0,0
related need,1,2-gram,0,0
need including,1,2-gram,0,0
through voluntary,1,2-gram,0,0
the sixth,1,2-gram,0,0
sixth replenishment,1,2-gram,0,0
replenishment of,1,2-gram,0,0
facility and,1,2-gram,0,1
and future,1,2-gram,1,1
future replenishment,1,2-gram,0,0
replenishment cycles,1,2-gram,0,0
cycles to,1,2-gram,0,0
complement existing,1,2-gram,0,0
existing support,1,2-gram,0,0
support under,1,2-gram,0,0
facility decides,1,2-gram,0,0
the seventh,1,2-gram,0,0
seventh review,1,2-gram,0,0
mechanism requests,1,2-gram,0,0
facility as,1,2-gram,0,0
an operating,1,2-gram,0,1
operating entity,1,2-gram,0,0
entity of,1,2-gram,0,0
mechanism include,1,2-gram,0,0
include in,1,2-gram,1,1
work in,1,2-gram,1,1
the design,1,2-gram,1,1
design development,1,2-gram,0,0
transparency referred,1,2-gram,0,0
above starting,1,2-gram,0,0
in decides,1,2-gram,0,0
agreement developing,1,2-gram,0,0
provided flexibility,1,2-gram,0,0
scope frequency,1,2-gram,0,0
and level,1,2-gram,0,1
of detail,1,2-gram,0,0
detail of,1,2-gram,0,0
reporting fccc,1,2-gram,0,0
add and,1,2-gram,0,0
review could,1,2-gram,0,0
could provide,1,2-gram,0,0
provide for,1,2-gram,0,0
in country,1,2-gram,0,0
country reviews,1,2-gram,0,0
reviews to,1,2-gram,0,1
be optional,1,2-gram,0,0
optional while,1,2-gram,0,0
while such,1,2-gram,0,0
such flexibilities,1,2-gram,0,0
flexibilities shall,1,2-gram,0,0
be reflected,1,2-gram,0,0
of modalities,1,2-gram,0,0
below also,1,2-gram,0,0
that all,1,2-gram,1,1
parties except,1,2-gram,0,0
except for,1,2-gram,0,1
submit the,1,2-gram,0,0
information referred,1,2-gram,0,0
appropriate no,1,2-gram,0,0
no less,1,2-gram,0,0
less frequently,1,2-gram,0,0
frequently than,1,2-gram,0,0
than on,1,2-gram,0,0
a biennial,1,2-gram,0,0
biennial basis,1,2-gram,0,0
basis and,1,2-gram,0,1
may submit,1,2-gram,0,0
submit this,1,2-gram,0,0
this information,1,2-gram,1,0
information at,1,2-gram,0,0
their discretion,1,2-gram,0,0
discretion requests,1,2-gram,0,0
for modalities,1,2-gram,0,0
guidelines in,1,2-gram,0,0
to define,1,2-gram,0,1
define the,1,2-gram,0,0
the year,1,2-gram,1,1
year of,1,2-gram,1,1
first and,1,2-gram,0,0
subsequent review,1,2-gram,0,0
update as,1,2-gram,0,0
appropriate at,1,2-gram,0,0
at regular,1,2-gram,0,0
regular intervals,1,2-gram,0,0
intervals for,1,2-gram,0,0
session with,1,2-gram,0,0
to forwarding,1,2-gram,0,0
forwarding them,1,2-gram,0,0
them to,1,2-gram,1,1
the recommendations,1,2-gram,1,1
account inter,1,2-gram,0,0
of facilitating,1,2-gram,0,0
facilitating improved,1,2-gram,0,0
improved reporting,1,2-gram,0,0
time b,1,2-gram,0,0
flexibility to,1,2-gram,0,1
capacities c,1,2-gram,0,0
promote transparency,1,2-gram,0,0
completeness consistency,1,2-gram,0,0
and comparability,1,2-gram,0,0
comparability d,1,2-gram,0,0
d secretariat,1,2-gram,0,0
secretariat the,1,2-gram,0,0
to avoid,1,2-gram,1,1
duplication as,1,2-gram,0,0
as undue,1,2-gram,0,0
the e,1,2-gram,0,0
e the,1,2-gram,0,0
parties maintain,1,2-gram,0,0
maintain at,1,2-gram,0,0
least the,1,2-gram,0,0
the frequency,1,2-gram,1,0
quality of,1,2-gram,1,1
reporting in,1,2-gram,1,0
f the,1,2-gram,0,0
avoided g,1,2-gram,0,0
g the,1,2-gram,0,0
integrity further,1,2-gram,0,0
to draw,1,2-gram,0,0
draw on,1,2-gram,1,0
the experiences,1,2-gram,0,0
experiences from,1,2-gram,0,0
from and,1,2-gram,1,1
and take,1,2-gram,1,1
account other,1,2-gram,0,0
other ongoing,1,2-gram,0,0
ongoing relevant,1,2-gram,0,0
convention requests,1,2-gram,0,0
consider inter,1,2-gram,0,0
the types,1,2-gram,0,0
types of,1,2-gram,1,1
of flexibility,1,2-gram,0,0
flexibility available,1,2-gram,0,0
it on,1,2-gram,0,1
capacities b,1,2-gram,0,0
consistency between,1,2-gram,0,0
methodology communicated,1,2-gram,0,0
communicated in,1,2-gram,0,0
methodology for,1,2-gram,1,0
made towards,1,2-gram,0,0
achieving individual,1,2-gram,0,0
individual parties’,1,2-gram,0,0
parties’ respective,1,2-gram,0,0
respective nationally,1,2-gram,0,0
contribution c,1,2-gram,0,0
c that,1,2-gram,0,0
report information,1,2-gram,0,0
and planning,1,2-gram,0,1
planning including,1,2-gram,0,0
including if,1,2-gram,0,0
if appropriate,1,2-gram,0,0
appropriate their,1,2-gram,0,0
plans with,1,2-gram,0,0
to collectively,1,2-gram,0,0
collectively exchanging,1,2-gram,0,0
sharing lessons,1,2-gram,0,1
add d,1,2-gram,0,0
d support,1,2-gram,0,0
provided enhancing,1,2-gram,0,0
enhancing delivery,1,2-gram,0,0
both adaptation,1,2-gram,0,0
mitigation through,1,2-gram,0,0
the common,1,2-gram,0,0
common tabular,1,2-gram,0,0
tabular formats,1,2-gram,0,0
formats for,1,2-gram,0,0
reporting support,1,2-gram,0,0
account issues,1,2-gram,0,0
issues considered,1,2-gram,0,0
considered by,1,2-gram,1,0
on methodologies,1,2-gram,0,0
financial information,1,2-gram,1,1
the reporting,1,2-gram,1,1
reporting by,1,2-gram,0,0
support received,1,2-gram,0,0
received including,1,2-gram,0,0
use impact,1,2-gram,0,0
impact and,1,2-gram,1,1
and estimated,1,2-gram,0,0
estimated results,1,2-gram,0,0
results thereof,1,2-gram,0,0
thereof e,1,2-gram,0,0
e information,1,2-gram,0,0
the biennial,1,2-gram,0,0
biennial assessments,1,2-gram,0,0
assessments and,1,2-gram,0,1
other reports,1,2-gram,0,0
relevant bodies,1,2-gram,1,0
bodies under,1,2-gram,0,0
f information,1,2-gram,0,0
social and,1,2-gram,1,1
and economic,1,2-gram,1,1
economic impact,1,2-gram,0,1
measures also,1,2-gram,0,0
developing recommendations,1,2-gram,0,0
provided in,1,2-gram,1,0
to future,1,2-gram,1,0
future sessions,1,2-gram,0,0
this work,1,2-gram,1,1
work be,1,2-gram,0,0
be concluded,1,2-gram,0,0
concluded no,1,2-gram,0,0
than decides,1,2-gram,0,0
guidelines developed,1,2-gram,1,0
developed under,1,2-gram,0,0
above shall,1,2-gram,0,0
applied upon,1,2-gram,0,0
guidelines of,1,2-gram,0,0
this transparency,1,2-gram,0,0
build upon,1,2-gram,0,0
upon and,1,2-gram,0,0
and eventually,1,2-gram,0,0
eventually supersede,1,2-gram,0,0
supersede the,1,2-gram,0,0
the measurement,1,2-gram,0,0
verification system,1,2-gram,0,0
system established,1,2-gram,0,0
and –,1,2-gram,0,1
– immediately,1,2-gram,0,0
immediately following,1,2-gram,0,0
the submission,1,2-gram,0,0
submission of,1,2-gram,0,0
the final,1,2-gram,1,0
final biennial,1,2-gram,0,0
reports global,1,2-gram,0,0
stocktake requests,1,2-gram,0,0
the sources,1,2-gram,0,0
sources of,1,2-gram,1,1
of input,1,2-gram,0,0
including but,1,2-gram,1,0
but not,1,2-gram,1,0
not limited,1,2-gram,1,0
limited to,1,2-gram,1,1
a information,1,2-gram,0,0
information on,1,2-gram,1,1
on,1,2-gram,1,0
i the,1,2-gram,1,0
overall effect,1,2-gram,0,0
parties ii,1,2-gram,0,0
ii the,1,2-gram,0,0
the state,1,2-gram,1,0
efforts support,1,2-gram,0,0
support experiences,1,2-gram,0,0
priorities from,1,2-gram,0,0
the communications,1,2-gram,0,0
reports referred,1,2-gram,0,0
agreement iii,1,2-gram,0,0
iii the,1,2-gram,0,0
mobilization and,1,2-gram,0,0
and provision,1,2-gram,1,0
support b,1,2-gram,0,0
latest reports,1,2-gram,0,0
change c,1,2-gram,0,0
c reports,1,2-gram,0,0
provide advice,1,2-gram,0,0
the assessments,1,2-gram,0,0
assessments of,1,2-gram,1,1
change can,1,2-gram,0,0
can inform,1,2-gram,0,0
stocktake of,1,2-gram,0,0
agreement pursuant,1,2-gram,0,0
matter to,1,2-gram,0,0
session fccc,1,2-gram,0,0
session facilitating,1,2-gram,0,0
facilitating implementation,1,2-gram,0,0
and compliance,1,2-gram,1,1
of members,1,2-gram,0,0
members with,1,2-gram,0,1
with recognized,1,2-gram,0,0
recognized competence,1,2-gram,0,0
competence in,1,2-gram,1,0
relevant scientific,1,2-gram,0,0
technical socioeconomic,1,2-gram,0,0
socioeconomic or,1,2-gram,0,0
or legal,1,2-gram,1,1
legal fields,1,2-gram,0,0
fields to,1,2-gram,0,0
of equitable,1,2-gram,0,0
equitable geographical,1,2-gram,0,0
geographical representation,1,2-gram,0,0
representation with,1,2-gram,0,0
with two,1,2-gram,1,0
two members,1,2-gram,0,0
members each,1,2-gram,0,0
the five,1,2-gram,1,0
five regional,1,2-gram,0,0
regional groups,1,2-gram,0,0
groups of,1,2-gram,0,0
and one,1,2-gram,1,1
one member,1,2-gram,0,0
member each,1,2-gram,0,0
the small,1,2-gram,0,0
countries while,1,2-gram,0,0
while taking,1,2-gram,0,1
of gender,1,2-gram,1,1
gender balance,1,2-gram,0,0
